timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:00:00,40003.18255173414,40006.685098229806,40002.7824256893,40004.97,1.3585169593578024,159404.87073315028
2024-01-01 00:01:00,39999.610191944426,40007.04802219788,39997.21253836803,40003.58,3.721654957687899,160398.8728091941
2024-01-01 00:02:00,40005.77807545445,40019.761017643315,40009.048856238136,40010.06,2.1435899504998286,7208.04636646441
2024-01-01 00:03:00,40021.23275977899,40033.0978784598,40019.81065310101,40025.29,0.7675983050181704,151757.31616933274
2024-01-01 00:04:00,40023.778693611916,40025.77590832537,40017.1104159751,40022.95,1.350257605311139,171133.01359765924
2024-01-01 00:05:00,40016.12662175829,40026.24941769645,40018.44762701066,40020.61,3.408078570545112,122586.4559087535
2024-01-01 00:06:00,40034.76926874964,40040.443261228495,40032.48306870009,40036.4,1.7515763699786053,151243.86279588792
2024-01-01 00:07:00,40046.61199701914,40048.97965176327,40035.80807110416,40044.08,3.060228280942344,156129.3605384682
2024-01-01 00:08:00,40037.32348166515,40042.931661913906,40037.895909462466,40039.38,1.1071021095679023,103290.34752066704
2024-01-01 00:09:00,40047.4430807718,40047.6033101853,40040.46493802384,40044.81,2.2980467636957242,163469.6603782025
2024-01-01 00:10:00,40042.624670382065,40046.91763041391,40030.842669287886,40040.17,2.6100043233927055,159289.03080621088
2024-01-01 00:11:00,40032.96827132633,40043.29541815086,40030.46891072301,40035.51,2.1226443602401894,183556.4539648137
2024-01-01 00:12:00,40040.218221800926,40046.669571227474,40030.67866288167,40037.93,1.0697983536179099,184589.23189526555
2024-01-01 00:13:00,40021.27776638272,40020.35329967319,40010.531339604444,40018.8,2.3616122705730143,107824.05827034827
2024-01-01 00:14:00,40000.52453925667,40009.77855523646,39999.512256251546,40001.55,3.4952127466412493,10172.792654805364
2024-01-01 00:15:00,39993.034204837415,39998.47800824477,39993.74782764467,39995.93,4.828037747846719,7744.95366395448
2024-01-01 00:16:00,39986.01270806892,39990.0733638991,39978.214085439016,39985.8,3.968655940341953,188029.6335148208
2024-01-01 00:17:00,39993.153975880006,39997.9544368585,39981.406932618236,39988.94,0.8912053594433275,70122.77283543553
2024-01-01 00:18:00,39981.25616732432,39984.405036009826,39979.2581667936,39979.86,1.4362390640373466,77996.50779943539
2024-01-01 00:19:00,39962.469224976274,39967.71063534044,39962.51501759305,39965.74,0.48623708772141505,96101.97376279501
2024-01-01 00:20:00,39982.227569247334,39981.998686552375,39976.414675080916,39980.4,0.7646826688743819,56096.60345143599
2024-01-01 00:21:00,39977.41203027282,39982.86983766652,39969.84959596529,39978.14,1.3283465278553932,119721.18218309594
2024-01-01 00:22:00,39979.72528797355,39986.436724239764,39974.5913774457,39978.81,1.077684094861278,157785.59675286515
2024-01-01 00:23:00,39966.91064035023,39974.54205143974,39955.31071109597,39964.57,1.1468813287565198,54438.960859995655
2024-01-01 00:24:00,39959.269473515145,39966.994086284314,39949.153922228594,39959.12,1.2307741095525115,149640.00652309594
2024-01-01 00:25:00,39963.369839745734,39969.00011958943,39952.42273834306,39960.23,1.5733256093396961,135715.75207867587
2024-01-01 00:26:00,39950.941555793164,39956.19832360935,39942.05613310433,39948.72,0.7153717362711176,107014.35870990991
2024-01-01 00:27:00,39953.63073340019,39961.43435100756,39948.56102834013,39952.48,1.4613914207096455,67786.65102102268
2024-01-01 00:28:00,39942.977928158325,39947.23293543314,39945.79960553948,39946.47,3.4732179536820773,175063.79409040435
2024-01-01 00:29:00,39946.91949110911,39952.859315989816,39937.82861243604,39943.56,1.2583648991447434,82948.03005555714
2024-01-01 00:30:00,39941.8990558532,39941.504061537256,39933.92295094456,39937.54,0.9420082954981684,77433.96137194836
2024-01-01 00:31:00,39952.42965123809,39965.276142232804,39952.55101924168,39956.06,0.4317087447038578,129708.6868818027
2024-01-01 00:32:00,39955.81241129433,39956.687328374595,39949.052907472906,39955.93,2.549860282365488,184385.00490903703
2024-01-01 00:33:00,39942.9388874197,39952.50242957121,39940.71360641403,39945.35,4.225715366574154,103571.51206925801
2024-01-01 00:34:00,39956.12523307426,39960.93688748671,39946.05906155229,39953.58,0.3891815568923347,145647.37005666838
